study,study_role,study_short,case_id,construction,construction_display,construction_family,ansatz,envelope,duration_ns,total_gate_duration_ns,model_variant,include_chi_prime,n_active,target_family,target_kind,strict_process_fidelity,avg_gate_fidelity,cpsqr_process_fidelity,reduced_quartet_fidelity,full_quartet_fidelity,mean_residual_z_error_rad,mean_transverse_error_rad,parameter_count,target_parameter_count,artifact_path,notes,source_csv
ideal_sqr_direct_vs_echoed_multitone,prior,ideal-SQR baseline,chi_only_smooth_x_na3_chiT3p0,echoed_independent,independent echo,independent echo,echoed independent,gaussian,1056.3380281690138,1136.3380281690138,chi_only,False,3,smooth_x,ideal_sqr,0.0270493902139147,0.1660423344690697,,,,0.2206434825688708,1.3324398851253307,21,6,C:\Users\jl82323\Box\Shyam Shankar Quantum Circuits Group\Users\Users_JianJun\cqed_based_study\studies\ideal_sqr_direct_vs_echoed_multitone\artifacts\cases\chi_only_smooth_x_na3_chiT3p0_echoed_independent.json,ideal echoed algebra with independent half corrections and equal durations,C:\Users\jl82323\Box\Shyam Shankar Quantum Circuits Group\Users\Users_JianJun\cqed_based_study\studies\ideal_sqr_direct_vs_echoed_multitone\data\study_results.csv
ideal_sqr_direct_vs_echoed_multitone,prior,ideal-SQR baseline,chi_only_smooth_x_na3_chiT3p0,echoed_symmetric,symmetric echo,symmetric echo,echoed symmetric,gaussian,1056.3380281690138,1136.3380281690138,chi_only,False,3,smooth_x,ideal_sqr,0.0270554855879141,0.1660475590753549,,,,0.2208875713232911,1.3326594862282957,19,6,C:\Users\jl82323\Box\Shyam Shankar Quantum Circuits Group\Users\Users_JianJun\cqed_based_study\studies\ideal_sqr_direct_vs_echoed_multitone\artifacts\cases\chi_only_smooth_x_na3_chiT3p0_echoed_symmetric.json,ideal echoed algebra with identical half targets R_x(theta_n/2) and two finite X_pi refocusing pulses,C:\Users\jl82323\Box\Shyam Shankar Quantum Circuits Group\Users\Users_JianJun\cqed_based_study\studies\ideal_sqr_direct_vs_echoed_multitone\data\study_results.csv
ideal_sqr_direct_vs_echoed_multitone,prior,ideal-SQR baseline,chi_only_smooth_x_na3_chiT5p0,direct_multitone,direct,direct,direct multitone,gaussian,1760.5633802816897,1760.5633802816897,chi_only,False,3,smooth_x,ideal_sqr,0.502748260900422,0.5737842236289331,,,,0.0444896129826163,1.5081876283578062,9,6,C:\Users\jl82323\Box\Shyam Shankar Quantum Circuits Group\Users\Users_JianJun\cqed_based_study\studies\ideal_sqr_direct_vs_echoed_multitone\artifacts\cases\chi_only_smooth_x_na3_chiT5p0_direct_multitone.json,direct ideal-SQR target U = sum_n |n><n| tensor R_x(theta_n),C:\Users\jl82323\Box\Shyam Shankar Quantum Circuits Group\Users\Users_JianJun\cqed_based_study\studies\ideal_sqr_direct_vs_echoed_multitone\data\study_results.csv
ideal_sqr_direct_vs_echoed_multitone,prior,ideal-SQR baseline,chi_only_smooth_x_na3_chiT5p0,echoed_asymmetric,asymmetric echo,symmetric echo,echoed asymmetric,gaussian,1760.5633802816897,1840.56338028169,chi_only,False,3,smooth_x,ideal_sqr,0.0274599974201197,0.1663942835029598,,,,0.2189431330039796,1.3299586628864108,21,6,C:\Users\jl82323\Box\Shyam Shankar Quantum Circuits Group\Users\Users_JianJun\cqed_based_study\studies\ideal_sqr_direct_vs_echoed_multitone\artifacts\cases\chi_only_smooth_x_na3_chiT5p0_echoed_asymmetric.json,ideal echoed algebra with independent half corrections and weak duration asymmetry,C:\Users\jl82323\Box\Shyam Shankar Quantum Circuits Group\Users\Users_JianJun\cqed_based_study\studies\ideal_sqr_direct_vs_echoed_multitone\data\study_results.csv
ideal_sqr_direct_vs_echoed_multitone,prior,ideal-SQR baseline,chi_only_smooth_x_na3_chiT5p0,echoed_independent,independent echo,independent echo,echoed independent,gaussian,1760.5633802816897,1840.56338028169,chi_only,False,3,smooth_x,ideal_sqr,0.0274601104980032,0.1663943804268599,,,,0.2189516206601741,1.3299533494712112,21,6,C:\Users\jl82323\Box\Shyam Shankar Quantum Circuits Group\Users\Users_JianJun\cqed_based_study\studies\ideal_sqr_direct_vs_echoed_multitone\artifacts\cases\chi_only_smooth_x_na3_chiT5p0_echoed_independent.json,ideal echoed algebra with independent half corrections and equal durations,C:\Users\jl82323\Box\Shyam Shankar Quantum Circuits Group\Users\Users_JianJun\cqed_based_study\studies\ideal_sqr_direct_vs_echoed_multitone\data\study_results.csv
ideal_sqr_direct_vs_echoed_multitone,prior,ideal-SQR baseline,chi_only_smooth_x_na3_chiT5p0,echoed_symmetric,symmetric echo,symmetric echo,echoed symmetric,gaussian,1760.5633802816897,1840.56338028169,chi_only,False,3,smooth_x,ideal_sqr,0.0274601413723968,0.1663944068906258,,,,0.2190213853545459,1.3300247108910066,19,6,C:\Users\jl82323\Box\Shyam Shankar Quantum Circuits Group\Users\Users_JianJun\cqed_based_study\studies\ideal_sqr_direct_vs_echoed_multitone\artifacts\cases\chi_only_smooth_x_na3_chiT5p0_echoed_symmetric.json,ideal echoed algebra with identical half targets R_x(theta_n/2) and two finite X_pi refocusing pulses,C:\Users\jl82323\Box\Shyam Shankar Quantum Circuits Group\Users\Users_JianJun\cqed_based_study\studies\ideal_sqr_direct_vs_echoed_multitone\data\study_results.csv
ideal_sqr_direct_vs_echoed_multitone,prior,ideal-SQR baseline,chi_only_staggered_x_na2_chiT3p0,direct_multitone,direct,direct,direct multitone,gaussian,1056.3380281690138,1056.3380281690138,chi_only,False,2,staggered_x,ideal_sqr,0.3902779825842981,0.5122223860674385,,,,0.015802502875385,1.6025518353050825,6,4,C:\Users\jl82323\Box\Shyam Shankar Quantum Circuits Group\Users\Users_JianJun\cqed_based_study\studies\ideal_sqr_direct_vs_echoed_multitone\artifacts\cases\chi_only_staggered_x_na2_chiT3p0_direct_multitone.json,direct ideal-SQR target U = sum_n |n><n| tensor R_x(theta_n),C:\Users\jl82323\Box\Shyam Shankar Quantum Circuits Group\Users\Users_JianJun\cqed_based_study\studies\ideal_sqr_direct_vs_echoed_multitone\data\study_results.csv
ideal_sqr_direct_vs_echoed_multitone,prior,ideal-SQR baseline,chi_only_staggered_x_na2_chiT3p0,echoed_asymmetric,asymmetric echo,symmetric echo,echoed asymmetric,gaussian,1056.3380281690138,1136.3380281690138,chi_only,False,2,staggered_x,ideal_sqr,0.1391388116929532,0.3113110493543626,,,,0.4147780435289603,1.5401714045688657,15,4,C:\Users\jl82323\Box\Shyam Shankar Quantum Circuits Group\Users\Users_JianJun\cqed_based_study\studies\ideal_sqr_direct_vs_echoed_multitone\artifacts\cases\chi_only_staggered_x_na2_chiT3p0_echoed_asymmetric.json,ideal echoed algebra with independent half corrections and weak duration asymmetry,C:\Users\jl82323\Box\Shyam Shankar Quantum Circuits Group\Users\Users_JianJun\cqed_based_study\studies\ideal_sqr_direct_vs_echoed_multitone\data\study_results.csv
ideal_sqr_direct_vs_echoed_multitone,prior,ideal-SQR baseline,chi_only_staggered_x_na2_chiT3p0,echoed_independent,independent echo,independent echo,echoed independent,gaussian,1056.3380281690138,1136.3380281690138,chi_only,False,2,staggered_x,ideal_sqr,0.1391388116929532,0.3113110493543626,,,,0.4147780435289603,1.5401714045688657,15,4,C:\Users\jl82323\Box\Shyam Shankar Quantum Circuits Group\Users\Users_JianJun\cqed_based_study\studies\ideal_sqr_direct_vs_echoed_multitone\artifacts\cases\chi_only_staggered_x_na2_chiT3p0_echoed_independent.json,ideal echoed algebra with independent half corrections and equal durations,C:\Users\jl82323\Box\Shyam Shankar Quantum Circuits Group\Users\Users_JianJun\cqed_based_study\studies\ideal_sqr_direct_vs_echoed_multitone\data\study_results.csv
ideal_sqr_direct_vs_echoed_multitone,prior,ideal-SQR baseline,chi_only_staggered_x_na2_chiT3p0,echoed_symmetric,symmetric echo,symmetric echo,echoed symmetric,gaussian,1056.3380281690138,1136.3380281690138,chi_only,False,2,staggered_x,ideal_sqr,0.1391225636658866,0.3112980509327093,,,,0.4144725976290525,1.5401692083486251,13,4,C:\Users\jl82323\Box\Shyam Shankar Quantum Circuits Group\Users\Users_JianJun\cqed_based_study\studies\ideal_sqr_direct_vs_echoed_multitone\artifacts\cases\chi_only_staggered_x_na2_chiT3p0_echoed_symmetric.json,ideal echoed algebra with identical half targets R_x(theta_n/2) and two finite X_pi refocusing pulses,C:\Users\jl82323\Box\Shyam Shankar Quantum Circuits Group\Users\Users_JianJun\cqed_based_study\studies\ideal_sqr_direct_vs_echoed_multitone\data\study_results.csv
ideal_sqr_direct_vs_echoed_multitone,prior,ideal-SQR baseline,chi_only_staggered_x_na2_chiT5p0,direct_multitone,direct,direct,direct multitone,gaussian,1760.5633802816897,1760.5633802816897,chi_only,False,2,staggered_x,ideal_sqr,0.3904345350312875,0.5123476280250301,,,,0.0152650884096725,1.6022012147399645,6,4,C:\Users\jl82323\Box\Shyam Shankar Quantum Circuits Group\Users\Users_JianJun\cqed_based_study\studies\ideal_sqr_direct_vs_echoed_multitone\artifacts\cases\chi_only_staggered_x_na2_chiT5p0_direct_multitone.json,direct ideal-SQR target U = sum_n |n><n| tensor R_x(theta_n),C:\Users\jl82323\Box\Shyam Shankar Quantum Circuits Group\Users\Users_JianJun\cqed_based_study\studies\ideal_sqr_direct_vs_echoed_multitone\data\study_results.csv
ideal_sqr_direct_vs_echoed_multitone,prior,ideal-SQR baseline,chi_only_staggered_x_na2_chiT5p0,echoed_asymmetric,asymmetric echo,symmetric echo,echoed asymmetric,gaussian,1760.5633802816897,1840.56338028169,chi_only,False,2,staggered_x,ideal_sqr,0.1390510584851349,0.311240846788108,,,,0.4137997263459208,1.5371845578891763,15,4,C:\Users\jl82323\Box\Shyam Shankar Quantum Circuits Group\Users\Users_JianJun\cqed_based_study\studies\ideal_sqr_direct_vs_echoed_multitone\artifacts\cases\chi_only_staggered_x_na2_chiT5p0_echoed_asymmetric.json,ideal echoed algebra with independent half corrections and weak duration asymmetry,C:\Users\jl82323\Box\Shyam Shankar Quantum Circuits Group\Users\Users_JianJun\cqed_based_study\studies\ideal_sqr_direct_vs_echoed_multitone\data\study_results.csv
ideal_sqr_direct_vs_echoed_multitone,prior,ideal-SQR baseline,chi_only_staggered_x_na2_chiT5p0,echoed_independent,independent echo,independent echo,echoed independent,gaussian,1760.5633802816897,1840.56338028169,chi_only,False,2,staggered_x,ideal_sqr,0.1390510584851349,0.311240846788108,,,,0.4137997263459208,1.5371845578891763,15,4,C:\Users\jl82323\Box\Shyam Shankar Quantum Circuits Group\Users\Users_JianJun\cqed_based_study\studies\ideal_sqr_direct_vs_echoed_multitone\artifacts\cases\chi_only_staggered_x_na2_chiT5p0_echoed_independent.json,ideal echoed algebra with independent half corrections and equal durations,C:\Users\jl82323\Box\Shyam Shankar Quantum Circuits Group\Users\Users_JianJun\cqed_based_study\studies\ideal_sqr_direct_vs_echoed_multitone\data\study_results.csv
ideal_sqr_direct_vs_echoed_multitone,prior,ideal-SQR baseline,chi_only_staggered_x_na2_chiT5p0,echoed_symmetric,symmetric echo,symmetric echo,echoed symmetric,gaussian,1760.5633802816897,1840.56338028169,chi_only,False,2,staggered_x,ideal_sqr,0.1390334591885117,0.3112267673508094,,,,0.4135521317132085,1.5370797736825494,13,4,C:\Users\jl82323\Box\Shyam Shankar Quantum Circuits Group\Users\Users_JianJun\cqed_based_study\studies\ideal_sqr_direct_vs_echoed_multitone\artifacts\cases\chi_only_staggered_x_na2_chiT5p0_echoed_symmetric.json,ideal echoed algebra with identical half targets R_x(theta_n/2) and two finite X_pi refocusing pulses,C:\Users\jl82323\Box\Shyam Shankar Quantum Circuits Group\Users\Users_JianJun\cqed_based_study\studies\ideal_sqr_direct_vs_echoed_multitone\data\study_results.csv
ideal_sqr_direct_vs_echoed_multitone,prior,ideal-SQR baseline,chi_only_staggered_x_na3_chiT3p0,direct_multitone,direct,direct,direct multitone,gaussian,1056.3380281690138,1056.3380281690138,chi_only,False,3,staggered_x,ideal_sqr,0.5142615745346442,0.5836527781725521,,,,0.0515262575967288,1.3618671248404406,9,6,C:\Users\jl82323\Box\Shyam Shankar Quantum Circuits Group\Users\Users_JianJun\cqed_based_study\studies\ideal_sqr_direct_vs_echoed_multitone\artifacts\cases\chi_only_staggered_x_na3_chiT3p0_direct_multitone.json,direct ideal-SQR target U = sum_n |n><n| tensor R_x(theta_n),C:\Users\jl82323\Box\Shyam Shankar Quantum Circuits Group\Users\Users_JianJun\cqed_based_study\studies\ideal_sqr_direct_vs_echoed_multitone\data\study_results.csv
ideal_sqr_direct_vs_echoed_multitone,prior,ideal-SQR baseline,chi_only_staggered_x_na3_chiT3p0,echoed_asymmetric,asymmetric echo,symmetric echo,echoed asymmetric,gaussian,1056.3380281690138,1136.3380281690138,chi_only,False,3,staggered_x,ideal_sqr,0.1347677037353497,0.2583723174874426,,,,0.3613204727308865,1.147558425756397,21,6,C:\Users\jl82323\Box\Shyam Shankar Quantum Circuits Group\Users\Users_JianJun\cqed_based_study\studies\ideal_sqr_direct_vs_echoed_multitone\artifacts\cases\chi_only_staggered_x_na3_chiT3p0_echoed_asymmetric.json,ideal echoed algebra with independent half corrections and weak duration asymmetry,C:\Users\jl82323\Box\Shyam Shankar Quantum Circuits Group\Users\Users_JianJun\cqed_based_study\studies\ideal_sqr_direct_vs_echoed_multitone\data\study_results.csv
ideal_sqr_direct_vs_echoed_multitone,prior,ideal-SQR baseline,chi_only_staggered_x_na3_chiT3p0,echoed_independent,independent echo,independent echo,echoed independent,gaussian,1056.3380281690138,1136.3380281690138,chi_only,False,3,staggered_x,ideal_sqr,0.1347683028126793,0.2583728309822966,,,,0.361335938961888,1.147556658367635,21,6,C:\Users\jl82323\Box\Shyam Shankar Quantum Circuits Group\Users\Users_JianJun\cqed_based_study\studies\ideal_sqr_direct_vs_echoed_multitone\artifacts\cases\chi_only_staggered_x_na3_chiT3p0_echoed_independent.json,ideal echoed algebra with independent half corrections and equal durations,C:\Users\jl82323\Box\Shyam Shankar Quantum Circuits Group\Users\Users_JianJun\cqed_based_study\studies\ideal_sqr_direct_vs_echoed_multitone\data\study_results.csv
ideal_sqr_direct_vs_echoed_multitone,prior,ideal-SQR baseline,chi_only_staggered_x_na3_chiT3p0,echoed_symmetric,symmetric echo,symmetric echo,echoed symmetric,gaussian,1056.3380281690138,1136.3380281690138,chi_only,False,3,staggered_x,ideal_sqr,0.1347721408944587,0.2583761207666789,,,,0.3614480173447123,1.1475576876048634,19,6,C:\Users\jl82323\Box\Shyam Shankar Quantum Circuits Group\Users\Users_JianJun\cqed_based_study\studies\ideal_sqr_direct_vs_echoed_multitone\artifacts\cases\chi_only_staggered_x_na3_chiT3p0_echoed_symmetric.json,ideal echoed algebra with identical half targets R_x(theta_n/2) and two finite X_pi refocusing pulses,C:\Users\jl82323\Box\Shyam Shankar Quantum Circuits Group\Users\Users_JianJun\cqed_based_study\studies\ideal_sqr_direct_vs_echoed_multitone\data\study_results.csv
ideal_sqr_direct_vs_echoed_multitone,prior,ideal-SQR baseline,chi_only_staggered_x_na3_chiT5p0,direct_multitone,direct,direct,direct multitone,gaussian,1760.5633802816897,1760.5633802816897,chi_only,False,3,staggered_x,ideal_sqr,0.5145733123603475,0.583919982023155,,,,0.0492953117051664,1.3614731939146238,9,6,C:\Users\jl82323\Box\Shyam Shankar Quantum Circuits Group\Users\Users_JianJun\cqed_based_study\studies\ideal_sqr_direct_vs_echoed_multitone\artifacts\cases\chi_only_staggered_x_na3_chiT5p0_direct_multitone.json,direct ideal-SQR target U = sum_n |n><n| tensor R_x(theta_n),C:\Users\jl82323\Box\Shyam Shankar Quantum Circuits Group\Users\Users_JianJun\cqed_based_study\studies\ideal_sqr_direct_vs_echoed_multitone\data\study_results.csv
ideal_sqr_direct_vs_echoed_multitone,prior,ideal-SQR baseline,chi_only_staggered_x_na3_chiT5p0,echoed_asymmetric,asymmetric echo,symmetric echo,echoed asymmetric,gaussian,1760.5633802816897,1840.56338028169,chi_only,False,3,staggered_x,ideal_sqr,0.1356422750608324,0.2591219500521421,,,,0.3592748712010462,1.1446718487286045,21,6,C:\Users\jl82323\Box\Shyam Shankar Quantum Circuits Group\Users\Users_JianJun\cqed_based_study\studies\ideal_sqr_direct_vs_echoed_multitone\artifacts\cases\chi_only_staggered_x_na3_chiT5p0_echoed_asymmetric.json,ideal echoed algebra with independent half corrections and weak duration asymmetry,C:\Users\jl82323\Box\Shyam Shankar Quantum Circuits Group\Users\Users_JianJun\cqed_based_study\studies\ideal_sqr_direct_vs_echoed_multitone\data\study_results.csv
ideal_sqr_direct_vs_echoed_multitone,prior,ideal-SQR baseline,chi_only_staggered_x_na3_chiT5p0,echoed_independent,independent echo,independent echo,echoed independent,gaussian,1760.5633802816897,1840.56338028169,chi_only,False,3,staggered_x,ideal_sqr,0.1356422750608324,0.2591219500521421,,,,0.3592748712010462,1.1446718487286045,21,6,C:\Users\jl82323\Box\Shyam Shankar Quantum Circuits Group\Users\Users_JianJun\cqed_based_study\studies\ideal_sqr_direct_vs_echoed_multitone\artifacts\cases\chi_only_staggered_x_na3_chiT5p0_echoed_independent.json,ideal echoed algebra with independent half corrections and equal durations,C:\Users\jl82323\Box\Shyam Shankar Quantum Circuits Group\Users\Users_JianJun\cqed_based_study\studies\ideal_sqr_direct_vs_echoed_multitone\data\study_results.csv
ideal_sqr_direct_vs_echoed_multitone,prior,ideal-SQR baseline,chi_only_staggered_x_na3_chiT5p0,echoed_symmetric,symmetric echo,symmetric echo,echoed symmetric,gaussian,1760.5633802816897,1840.56338028169,chi_only,False,3,staggered_x,ideal_sqr,0.1356390578802797,0.2591191924688111,,,,0.3592659734983581,1.144639604711335,19,6,C:\Users\jl82323\Box\Shyam Shankar Quantum Circuits Group\Users\Users_JianJun\cqed_based_study\studies\ideal_sqr_direct_vs_echoed_multitone\artifacts\cases\chi_only_staggered_x_na3_chiT5p0_echoed_symmetric.json,ideal echoed algebra with identical half targets R_x(theta_n/2) and two finite X_pi refocusing pulses,C:\Users\jl82323\Box\Shyam Shankar Quantum Circuits Group\Users\Users_JianJun\cqed_based_study\studies\ideal_sqr_direct_vs_echoed_multitone\data\study_results.csv
ideal_sqr_direct_vs_echoed_multitone,prior,ideal-SQR baseline,chi_plus_chiprime_smooth_x_na2_chiT3p0,direct_multitone,direct,direct,direct multitone,gaussian,1056.3380281690138,1056.3380281690138,chi_plus_chiprime,True,2,smooth_x,ideal_sqr,0.6555214035299374,0.7244171228239499,,,,0.0269070596131049,1.2254722378849212,6,4,C:\Users\jl82323\Box\Shyam Shankar Quantum Circuits Group\Users\Users_JianJun\cqed_based_study\studies\ideal_sqr_direct_vs_echoed_multitone\artifacts\cases\chi_plus_chiprime_smooth_x_na2_chiT3p0_direct_multitone.json,direct ideal-SQR target U = sum_n |n><n| tensor R_x(theta_n),C:\Users\jl82323\Box\Shyam Shankar Quantum Circuits Group\Users\Users_JianJun\cqed_based_study\studies\ideal_sqr_direct_vs_echoed_multitone\data\study_results.csv
